店铺名称,价格,评价星级,口味,环境,服务,评论数,评论标签,图片评论数,好评数,中评数,差评数,店铺地址
七欣天品蟹轩(常熟珠海路万达广场店),125.0,5.0,9.1,9.1,9.1,1503.0,"回头客(280),上菜快(173),菜品健康(83),停车方便(5),不用排队(5),到店自提(24),店内消毒(8),朋友聚餐(10),现做现卖(8),闺蜜聚会(3)",426.0,1423.0,45.0,35.0,地址:珠路8号万达广街3号门1F，三高架对面
七欣天品蟹轩(苏州尼盛广场店),131.0,4.5,9.0,9.0,8.8,2091.0,"回头客(161),停车方便(26),不用排队(25),朋友聚餐(19),到店自提(15),年会(13),深夜食堂(12),公司聚餐(9),店内消毒(2)",607.0,1827.0,174.0,90.0,地址:苏大道西205号尼盛4楼            (近尼盛万丽酒店)
古乐牛香·牛肉牛杂火锅(昆山人民北路店),57.0,4.0,8.3,8.3,8.3,336.0,"性价比高(73),味道赞(63),菜品精致(51),价格实惠(51),上菜快(20),牛肉赞(14),分量足(12),回头客(8),交通便利(6),到店自提(4)",141.0,302.0,19.0,15.0,地址:市民99（新莱迪时尚活场一）
德庄重庆火锅直营店(永旺梦乐城店),121.0,4.5,9.0,8.8,8.8,2772.0,"菜品健康(166),回头客(161),上菜快(44),不用排队(27),停车方便(12),朋友聚餐(34),到店自提(20),请客(19),公司聚餐(14),店内消毒(7)",910.0,2448.0,199.0,125.0,地址:工园区旺梦乐城2202b
煲宫(金鹰店),120.0,5.0,9.0,9.0,9.1,5308.0,"菜品健康(368),回头客(224),上菜快(123),不用排队(23),冬天吃过瘾(9),停车方便(4),到店自提(7),朋友聚餐(25),家庭聚餐(20),闺蜜聚会(12)",706.0,4535.0,568.0,205.0,地址:珠江路199号鹰国际购物6
澳门星记猪骨(昆山万象汇店),136.0,4.0,8.1,8.1,8.1,677.0,"回头客(15),上菜快(14),不用排队(10),发发呆(6),停车方便(3),到店自提(28),店内消毒(2),朋友聚餐(6),闺蜜聚会(4),家庭聚餐(3)",504.0,520.0,111.0,46.0,地址:前西1266号万象汇1
重庆德庄火锅直营店(泉屋百货店),119.0,5.0,9.1,9.1,9.1,11533.0,"回头客(779),菜品健康(518),上菜快(112),不用排队(86),停车方便(59),朋友聚餐(82),到店自提(49),深夜食堂(29),家庭聚餐(27),店内消毒(11)",1205.0,10743.0,555.0,235.0,地址:江路211号屋百货4楼            (美罗商旁)
陈记顺和鲜牛肉火锅(昆山金鹰店),118.0,5.0,9.0,9.0,9.0,1587.0,"菜品健康(182),回头客(77),上菜快(55),不用排队(7),停车方便(5),到店自提(12),店内消毒(2),朋友聚餐(30),现做现卖(11),闺蜜聚会(8)",747.0,1433.0,87.0,67.0,地址:珠江路199号鹰国际购物F7层
德天肥牛海鲜火锅(吴中店),164.0,5.0,9.1,9.1,8.8,1900.0,"菜品健康(225),回头客(80),停车方便(36),不用排队(14),请客(25),朋友聚餐(21),家庭聚餐(17),到店自提(13),店内消毒(3)",742.0,1712.0,93.0,95.0,地址:吴北158号通4楼            (苏苑饭店旁边)
德天肥牛海鲜火锅(狮山店),143.0,4.5,9.0,9.0,8.6,2581.0,"菜品健康(271),回头客(120),上菜快(23),不用排队(8),朋友聚餐(37),请客(26),公司聚餐(24),家庭聚餐(17),到店自提(13),店内消毒(1)",535.0,2276.0,180.0,125.0,地址:狮路76号华大厦3F            (汇豪国际酒店右侧20米)
菲渔海鲜火锅(天域店),353.0,4.5,9.1,9.0,8.8,574.0,"菜品健康(118),回头客(15),停车方便(11),请客(13),朋友聚餐(12),现做现卖(6),闺蜜聚会(5),家庭聚餐(4),到店自提(2)",327.0,517.0,32.0,25.0,地址:州业星汉街188域商业街31-104
小龙坎老火锅(印象城店),127.0,4.5,9.0,9.1,9.0,1557.0,"不用排队(149),菜品健康(130),回头客(68),停车方便(11),朋友聚餐(24),闺蜜聚会(15),到店自提(13),请客(11),店内消毒(8)",1091.0,1371.0,113.0,73.0,地址:业区印象城购物中301a
谭鸭血老火锅(吴中万达店),117.0,4.5,8.7,9.0,8.9,820.0,"菜品健康(76),不用排队(27),上菜快(20),回头客(18),停车方便(5),朋友聚餐(15),到店自提(13),闺蜜聚会(12),店内消毒(6),现做现卖(6)",571.0,657.0,103.0,60.0,地址:路188号万达场楼
捞王锅物料理(苏州悠方店),132.0,4.5,9.0,8.9,8.8,286.0,"回头客(33),菜品健康(30),不用排队(8),牛肉赞(7),上菜快(5),海鲜棒(3),店内消毒(11),到店自提(9),朋友聚餐(4),现做现卖(3)",224.0,270.0,12.0,2.0,地址:枫路264L5-524商铺            (悠方商场5楼)
永胜牛杂锅•花胶鸡火锅,78.0,5.0,9.0,9.0,9.1,470.0,"停车方便(36),海鲜棒(17),回头客(12),不用排队(7),到店自提(14),朋友聚餐(7),深夜食堂(5),现做现卖(4),店内消毒(1)",365.0,439.0,22.0,9.0,地址:莫邪764            (千禧万酒店对面停车场)
德庄火锅(花园里店),96.0,4.5,8.9,9.0,9.0,186.0,"服务热情(72),味道赞(54),性价比高(33),菜品健康(23),上菜快(18),回头客(7),海鲜棒(3),到店自提(1),店内消毒(1),朋友聚餐(3)",69.0,171.0,10.0,5.0,地址:松陵兴中花里商场2201
原始煮意·地锅鸡(西城永捷直营店),66.0,4.0,8.4,8.4,8.6,110.0,"味道赞(46),服务热情(29),菜品精致(14),肉类好(11),分量足(5),不用排队(3),交通便利(3),到店自提(8),工作餐(4),朋友聚餐(3)",90.0,102.0,7.0,1.0,地址:苏市19号（永捷）4层A403-2
铁锅岁月,60.0,5.0,9.1,9.1,9.1,257.0,"味道赞(87),服务热情(70),肉类好(45),菜品不错(42),分量足(34),上菜快(23),回头客(8),停车方便(3),到店自提(5),现做现卖(9)",118.0,245.0,7.0,5.0,地址:塘路187            (农交旁)
大渝火锅(吴中万达店),117.0,4.5,8.8,8.8,8.6,4740.0,"菜品健康(309),回头客(220),上菜快(70),不用排队(39),有表演(3),朋友聚餐(51),深夜食堂(38),闺蜜聚会(15),到店自提(13),店内消毒(4)",3224.0,4269.0,229.0,242.0,地址:友新湖叉口万达街
蜀大侠火锅(世茂店),116.0,4.5,8.5,8.5,8.4,1031.0,"菜品健康(159),回头客(19),上菜快(15),海鲜棒(7),有表演(4),不用排队(3),到店自提(5),店内消毒(2),朋友聚餐(14),家庭聚餐(3)",282.0,904.0,65.0,62.0,地址:进219号世D3l108
东来顺(吴中万达店),110.0,4.5,8.5,8.5,8.3,1534.0,"回头客(41),上菜快(26),不用排队(21),到店自提(21),朋友聚餐(18),请客(8),家庭聚餐(6),闺蜜聚会(4),公司聚餐(3),店内消毒(1)",976.0,1252.0,166.0,116.0,地址:188万达场4
火锅摆在·川西坝子(苏州城市生活广场店),108.0,5.0,9.0,9.1,9.0,869.0,"菜品健康(87),上菜快(31),不用排队(28),停车方便(20),回头客(14),朋友聚餐(15),到店自提(13),闺蜜聚会(8),请客(6),店内消毒(1)",614.0,780.0,66.0,23.0,地址:泷路251市活广场B座4F-403
七欣天品蟹轩(苏州木渎商城店),131.0,5.0,9.1,9.0,9.1,1282.0,"回头客(94),不用排队(3),到店自提(17),朋友聚餐(13),深夜食堂(6),请客(6),现做现卖(5),闺蜜聚会(4),店内消毒(2)",335.0,1140.0,95.0,47.0,地址:渎东渎商城南门5栋3号
王氏藏书羊肉(金鸡湖店),59.0,4.5,9.1,8.0,8.6,780.0,"菜品精致(110),回头客(38),上菜快(25),冬天吃过瘾(4),到店自提(10),工作餐(8),弄堂小店(5),朋友聚餐(4),深夜食堂(3),店内消毒(1)",386.0,691.0,62.0,27.0,地址:工金鸡商5幢101室
七欣天品蟹轩(苏州浒关大润发店),131.0,4.5,8.9,8.7,8.6,429.0,"回头客(38),海鲜棒(27),不用排队(3),到店自提(9),朋友聚餐(8),深夜食堂(6),闺蜜聚会(4),现做现卖(3),请客(3)",268.0,368.0,36.0,25.0,地址:高新区浒分区昌园2幢105-107室
月季串串,75.0,4.5,9.0,8.9,8.9,254.0,"肉类好(21),上菜快(9),回头客(8),发发呆(4),撸串圣地(3),到店自提(4),深夜食堂(11),闺蜜聚会(3)",192.0,222.0,21.0,11.0,地址:峰路菜场旁边            (基督堂对面)
宽窄巷子成都串串香(万科美好广场店),55.0,4.5,8.6,8.5,8.6,623.0,"回头客(23),不用排队(10),上菜快(10),撸串圣地(9),停车方便(6),朋友聚餐(16),到店自提(12),深夜食堂(5),闺蜜聚会(4),店内消毒(3)",409.0,531.0,53.0,39.0,地址:万科美好场南门北行50米            (华润乐购超旁)
要德鲜派老火锅（鲜脆毛肚·鲜虾滑）(浒墅关镇店),83.0,4.5,8.6,8.8,8.6,370.0,"味道赞(71),菜品精致(53),分量足(18),回头客(10),高大上(4),上菜快(3),店内消毒(31),朋友聚餐(9),现做现卖(6),到店自提(1)",231.0,322.0,28.0,20.0,地址:丰18号            (浒墅关大)
江舟记(赛格广场店),117.0,5.0,9.1,8.9,9.1,305.0,"海鲜棒(59),上菜快(16),不用排队(9),到店自提(13),深夜食堂(7),朋友聚餐(4),家庭聚餐(3),公司聚餐(3),闺蜜聚会(3),工作餐(3)",252.0,288.0,13.0,4.0,地址:雅318赛格翼数码广4层Y16
七欣天品蟹轩(张家港长泾路万达店),125.0,5.0,9.2,9.2,9.2,1527.0,"服务热情(1051),味道赞(581),菜品不错(404),上菜快(362),回头客(342),分量足(340),海鲜棒(4),牛肉赞(3),到店自提(4),店内消毒(1)",286.0,1467.0,24.0,36.0,地址:万达金2-303
电台巷火锅(万象汇店),116.0,4.0,8.0,8.0,8.0,826.0,"菜品健康(62),不用排队(27),上菜快(23),回头客(21),发发呆(7),到店自提(5),店内消毒(1),朋友聚餐(14),闺蜜聚会(8),弄堂小店(5)",522.0,611.0,136.0,79.0,地址:昆市进西1266润万象汇商中L2层L222店铺
川西部落•成都老火锅(狮山地区店),108.0,5.0,9.0,9.1,9.0,4708.0,"菜品健康(390),回头客(210),停车方便(121),不用排队(38),朋友聚餐(49),深夜食堂(19),请客(17),家庭聚餐(15),到店自提(8),店内消毒(3)",846.0,4237.0,345.0,126.0,地址:高区区运5号狮永利广            (近玉山)
万怡酒店MOMO Cafe,169.0,4.0,8.0,8.9,8.8,2728.0,"回头客(48),停车方便(28),不用排队(10),朋友聚餐(39),现做现卖(34),家庭聚餐(20),下午茶(19),到店自提(4),店内消毒(1)",932.0,2286.0,300.0,142.0,地址:星街188万怡酒店4楼            (近银惠厦)
一锹,90.0,4.0,8.2,8.1,8.3,1103.0,"上菜快(40),不用排队(22),回头客(14),深夜食堂(32),朋友聚餐(24),到店自提(23),文艺清新(18),闺蜜聚会(11),现做现卖(9),弄堂小店(5)",727.0,842.0,174.0,87.0,地址:士街28
抓鱼吃(南环新村店),63.0,5.0,9.1,8.3,9.0,1291.0,"回头客(73),不用排队(6),弄堂小店(63),到店自提(22),现做现卖(14),朋友聚餐(11),闺蜜聚会(5),请客(4),店内消毒(1)",345.0,1195.0,72.0,24.0,地址:南新忆桥32
澳门星记猪骨(吴江万象汇店),122.0,4.0,8.2,8.2,8.1,1148.0,"回头客(48),不用排队(34),海鲜棒(27),上菜快(16),发发呆(9),到店自提(44),店内消毒(3),闺蜜聚会(13),朋友聚餐(9),下午茶(3)",889.0,942.0,129.0,77.0,地址:松陵开平路2299吴万象汇商业中L226
巴四老城区炭火蛙锅(绿宝广场二区美食街店),95.0,5.0,9.0,9.0,9.0,580.0,"菜品精致(138),上菜快(26),回头客(22),不用排队(16),停车方便(8),发发呆(4),到店自提(14),朋友聚餐(10),闺蜜聚会(7),请客(5)",417.0,522.0,41.0,16.0,地址:长江绿宝绿宝步行期1层5幢105室
良弥一味独食火锅(吴中万达店),53.0,4.5,8.4,8.6,8.9,81.0,"服务热情(37),味道赞(25),商圈附近(20),环境很好(13),菜品健康(12),价格实惠(9),点心好(3),空间大(18),店内消毒(1)",69.0,65.0,15.0,1.0,地址:湖坊吴10−150
陈记顺和鲜牛肉火锅(尹山湖爱琴海店),114.0,4.5,8.9,8.6,8.5,598.0,"牛肉赞(102),回头客(19),上菜快(17),海鲜棒(10),停车方便(9),不用排队(8),朋友聚餐(10),到店自提(6),请客(5),闺蜜聚会(5)",388.0,496.0,63.0,39.0,地址:尹山湖路琴海购物3号F3202
幺妹串串香,63.0,4.5,8.9,8.7,8.8,618.0,"菜品健康(52),回头客(13),撸串圣地(8),不用排队(4),年会(46),朋友聚餐(19),闺蜜聚会(8),深夜食堂(6),到店自提(4),店内消毒(1)",493.0,567.0,37.0,14.0,地址:淮海21
金海华·潮南里牛肉海鲜火锅,130.0,5.0,9.0,9.0,9.0,1462.0,"菜品健康(240),回头客(56),停车方便(12),上菜快(10),不用排队(3),到店自提(7),朋友聚餐(13),闺蜜聚会(10),工作餐(9),家庭聚餐(5)",517.0,1347.0,78.0,37.0,地址:元道2金玲珑场2楼
陈记顺和鲜牛肉火锅(永旺梦乐城店),114.0,4.5,8.9,8.7,8.6,1495.0,"菜品健康(157),回头客(75),上菜快(49),停车方便(23),不用排队(14),朋友聚餐(26),现做现卖(23),到店自提(17),家庭聚餐(14),店内消毒(12)",1085.0,1300.0,119.0,76.0,地址:越溪苏震桃路188永旺梦乐1
辣府(南门团结桥店),115.0,4.5,9.0,9.0,8.9,1590.0,"菜品健康(122),回头客(57),不用排队(34),上菜快(23),停车方便(14),朋友聚餐(27),闺蜜聚会(8),深夜食堂(7),请客(5),到店自提(4)",725.0,1406.0,106.0,78.0,地址:吴路181南门商业广场1幢2201
渝利火锅(昆城广场店),138.0,5.0,9.0,9.1,9.0,4718.0,"回头客(262),上菜快(65),停车方便(10),不用排队(7),到店自提(13),店内消毒(1),朋友聚餐(26),工作餐(7),闺蜜聚会(6),家庭聚餐(3)",884.0,4215.0,293.0,210.0,地址:发人南1188城场楼515室
微微品牛牛杂牛肉火锅,58.0,4.5,8.9,8.8,9.0,297.0,"菜品精致(64),牛肉赞(24),分量足(19),上菜快(11),交通便利(11),回头客(7),不用排队(3),到店自提(12),闺蜜聚会(4),店内消毒(1)",214.0,261.0,31.0,5.0,地址:邵磨针巷51号
吴记彭城味道土灶台(高教店),63.0,4.5,8.8,8.7,9.0,300.0,"味道赞(99),菜品精致(79),肉类好(36),上菜快(14),停车方便(9),交通便利(6),回头客(5),朋友聚餐(10),到店自提(8),现做现卖(3)",228.0,273.0,23.0,4.0,地址:598号翰邻里中心2期2208
有拈头成都市井火锅(石路店),83.0,4.5,8.5,8.5,8.4,99.0,"服务热情(55),味道赞(28),价格实惠(23),性价比高(21),菜品健康(11),回头客(3),交通便利(3),复古(8),朋友聚餐(3)",88.0,89.0,8.0,2.0,地址:葫芦街55号
宝燕海货工场·煮海·港式打边炉火锅(相城店),99.0,4.5,9.0,9.0,8.8,303.0,"菜品健康(26),停车方便(16),海鲜棒(15),回头客(8),不用排队(4),上菜快(3),朋友聚餐(10),到店自提(3),下午茶(3),闺蜜聚会(3)",243.0,278.0,19.0,6.0,地址:元918宝燕商城
辣府火锅(相城美京店),107.0,4.5,8.8,9.0,8.9,413.0,"菜品健康(45),不用排队(15),上菜快(14),停车方便(13),回头客(8),朋友聚餐(7),请客(5),到店自提(3),闺蜜聚会(3),家庭聚餐(3)",297.0,330.0,57.0,26.0,地址:嘉元路美广5515
有家酸菜鱼(苏州凤凰街店),66.0,5.0,9.1,8.8,8.8,4632.0,"回头客(298),不用排队(36),到店自提(41),朋友聚餐(37),现做现卖(24),深夜食堂(21),闺蜜聚会(16),请客(9),店内消毒(2)",535.0,4165.0,334.0,133.0,地址:沧浪区258号            (要德凰街店侧紧邻)
陈记顺和鲜牛肉火锅(万象汇店),117.0,4.5,8.7,8.6,8.6,379.0,"菜品健康(41),回头客(14),停车方便(13),不用排队(5),上菜快(3),到店自提(1),店内消毒(1),朋友聚餐(5),现做现卖(4),闺蜜聚会(4)",286.0,322.0,27.0,30.0,地址:开平路2299号万象汇商中L407
九鼎轩脆毛肚火锅(昆山吾悦店),111.0,5.0,9.1,9.1,9.1,2083.0,"上菜快(293),回头客(270),海鲜棒(13),停车方便(4),不用排队(3),到店自提(1),店内消毒(4),朋友聚餐(15),闺蜜聚会(9),请客(3)",680.0,1952.0,72.0,59.0,地址:长江99新吾悦55004            (交24.208.213到吾悦广站下)
刘一手毛肚火锅(相城天虹店),117.0,4.5,8.8,8.9,8.7,936.0,"回头客(42),上菜快(29),停车方便(23),不用排队(16),朋友聚餐(21),闺蜜聚会(11),到店自提(8),请客(7),家庭聚餐(4),店内消毒(1)",509.0,814.0,69.0,53.0,地址:相大虹场5楼
陈记顺和鲜牛肉火锅(常熟永旺店),108.0,4.5,8.7,8.7,8.7,411.0,"菜品健康(43),回头客(19),上菜快(12),不用排队(5),到店自提(4),店内消毒(1),闺蜜聚会(17),朋友聚餐(12),家庭聚餐(9),现做现卖(5)",334.0,364.0,23.0,24.0,地址:高技术开发区南168永旺梦乐2L261商铺
谭鸭血老火锅(尹山湖爱琴海店),116.0,4.0,8.6,8.6,8.5,553.0,"菜品健康(64),上菜快(18),停车方便(15),回头客(15),不用排队(13),朋友聚餐(10),家庭聚餐(8),到店自提(7),闺蜜聚会(6),店内消毒(3)",469.0,462.0,71.0,20.0,地址:清禾路尹湖琴购物公6101A-2号商铺
谭鸭血老火锅(浒关浅湾店),107.0,4.5,8.7,8.8,8.7,377.0,"菜品健康(59),停车方便(28),上菜快(22),回头客(11),不用排队(6),到店自提(7),朋友聚餐(6),店内消毒(4),闺蜜聚会(4),请客(3)",311.0,335.0,32.0,10.0,地址:水金辉浅商心3幢101室
澳门星记猪骨(常熟印象城店),134.0,4.0,8.1,8.1,8.1,715.0,"回头客(18),发发呆(11),不用排队(7),停车方便(3),到店自提(47),店内消毒(2),闺蜜聚会(8),朋友聚餐(4),现做现卖(4)",545.0,587.0,91.0,37.0,地址:虞88印象楼
一品焖锅(天虹百货店),94.0,4.5,8.4,9.0,9.0,3032.0,"回头客(103),上菜快(43),不用排队(37),停车方便(5),朋友聚餐(35),闺蜜聚会(12),现做现卖(12),到店自提(10),家庭聚餐(5),请客(4)",1580.0,2765.0,170.0,97.0,地址:济219号天虹百货7
七欣天品蟹轩(爱琴海公园店),111.0,4.5,8.8,8.8,8.8,477.0,"上菜快(42),回头客(38),海鲜棒(16),停车方便(10),不用排队(3),到店自提(6),店内消毒(4),深夜食堂(4),朋友聚餐(4),闺蜜聚会(3)",302.0,439.0,15.0,22.0,地址:蓉1298琴广5层F5019-5020
七欣天品蟹轩(苏州长江路玫瑰天街店),131.0,4.5,8.9,9.0,9.0,616.0,"停车方便(42),回头客(42),不用排队(7),朋友聚餐(15),到店自提(12),下午茶(6),家庭聚餐(5),有宝宝椅(3),店内消毒(2)",514.0,557.0,40.0,19.0,地址:长江路28玫瑰天街22楼1101及2201
里巷打边炉·龙虾(昆山一店),128.0,4.5,9.0,8.9,9.0,346.0,"味道赞(83),菜品健康(81),牛肉赞(29),海鲜棒(22),上菜快(21),回头客(12),高大上(3),朋友聚餐(9)",241.0,302.0,26.0,18.0,地址:春晖763号
乾牛莊正宗潮汕牛肉火锅,120.0,4.5,8.9,8.3,8.1,871.0,"牛肉赞(235),回头客(29),菜品精致(28),停车方便(9),上菜快(9),到店自提(14),朋友聚餐(10),请客(3)",238.0,743.0,78.0,50.0,地址:泰山1（1-7）水华侧
七欣天品蟹轩(苏州金鸡湖商业广场店),131.0,4.5,8.7,8.2,8.4,2830.0,"回头客(152),停车方便(62),不用排队(15),朋友聚餐(34),到店自提(26),深夜食堂(16),现做现卖(11),24小时营业(4),店内消毒(1)",730.0,2341.0,304.0,185.0,地址:金鸡湖商场2幢114、128室            (地铁1号线号星湖街出口直走右侧100米)
七欣天品蟹轩(苏州阳光水榭店),131.0,4.5,9.1,8.8,8.9,1673.0,"回头客(111),海鲜棒(28),不用排队(3),到店自提(21),朋友聚餐(17),深夜食堂(16),家庭聚餐(11),现做现卖(7),请客(5)",358.0,1497.0,109.0,67.0,地址:东吴137号阳光水榭活            (吴中汽车50米)
爸爸炒料牛排老火锅,116.0,4.0,8.1,8.1,8.1,528.0,"回头客(29),不用排队(6),停车方便(4),发发呆(3),到店自提(18),店内消毒(1),闺蜜聚会(7),朋友聚餐(5),文艺清新(3)",274.0,414.0,66.0,48.0,地址:洲路189            (老金海华对面)
蜀道三·融合式火锅,75.0,4.0,8.5,8.6,8.4,132.0,"菜品健康(32),分量足(22),牛肉赞(13),停车方便(9),交通便利(9),海鲜棒(4),高大上(4),上菜快(3),年会(24),到店自提(4)",109.0,117.0,9.0,6.0,地址:西路47号
辣府,107.0,4.5,8.7,8.9,8.7,645.0,"菜品健康(63),回头客(21),不用排队(10),上菜快(10),停车方便(8),朋友聚餐(13),公司聚餐(6),请客(6),到店自提(5),店内消毒(1)",407.0,540.0,62.0,43.0,地址:尹湖路琴海购物1号楼F1110、F1111A
德轩林港式打边炉(金鹰店),103.0,4.5,8.6,8.6,8.6,651.0,"菜品健康(119),上菜快(58),回头客(39),牛肉赞(17),海鲜棒(9),不用排队(5),高大上(5),到店自提(9),闺蜜聚会(7),朋友聚餐(5)",399.0,575.0,46.0,30.0,地址:中路鹰国际购物中心7楼
泰好吃芝士年糕火锅(独墅湖店),68.0,4.5,8.7,8.6,8.9,1236.0,"回头客(32),上菜快(25),停车方便(5),不用排队(4),朋友聚餐(21),到店自提(18),闺蜜聚会(15),弄堂小店(6),工作餐(6),店内消毒(2)",715.0,1055.0,136.0,45.0,地址:独墅湖高教区仁爱星85度c旁边
陈记顺和鲜牛肉火锅(太仓南洋广场店),112.0,5.0,9.0,9.0,9.0,1031.0,"牛肉赞(155),回头客(50),上菜快(46),不用排队(5),停车方便(4),到店自提(6),朋友聚餐(28),家庭聚餐(8),现做现卖(3),闺蜜聚会(3)",321.0,905.0,85.0,41.0,地址:南洋广场B区-1-7室
